Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Taiwan,1743,1778,1960,2219,2592,2869,3207,3709,4326,5018,5786,6728,8063,10941,14740,15838,18989,22254,27375,33878,42295,49063,49550,54169,61052,63623,78386,104956,126366,152710,166615,187314,223159,235140,256404,279224,292665,303737,280369,304171,331452,300450,308875,318590,348479,375769,388589,408254,416961,392065,446105,485653,495845,511614,530519,525562,530532,572767
